,parameter,pvalue
const,0.107,0.392
genreId_HOUSE_AND_HOME_NicheDummy,0.094,0.326
PostDummy,-0.0,1.0
genreId_HOUSE_AND_HOME_PostXNicheDummy,0.0,1.0
