,parameter,pvalue
const,0.573,0.0
genreId_NEWS_AND_MAGAZINES_NicheDummy,0.053,0.455
PostDummy,-0.0,
genreId_NEWS_AND_MAGAZINES_PostXNicheDummy,0.0,
