,parameter,pvalue
const,-0.017,0.6
genreId_LIBRARIES_AND_DEMO_NicheDummy,-0.008,0.444
PostDummy,0.114,0.001
genreId_LIBRARIES_AND_DEMO_PostXNicheDummy,-0.115,0.001
