,parameter,pvalue
const,0.023,0.77
genreId_LIBRARIES_AND_DEMO_NicheDummy,-0.258,0.0
PostDummy,0.002,0.591
genreId_LIBRARIES_AND_DEMO_PostXNicheDummy,0.001,0.843
