,parameter,pvalue
const,11.783,0.0
genreId_VIDEO_PLAYERS_NicheDummy,0.784,0.183
PostDummy,0.135,0.0
genreId_VIDEO_PLAYERS_PostXNicheDummy,0.189,0.004
