,parameter,pvalue
const,10.841,0.0
genreId_GAME_EDUCATIONAL_NicheDummy,0.89,0.125
PostDummy,0.282,0.0
genreId_GAME_EDUCATIONAL_PostXNicheDummy,0.053,0.542
