,parameter,pvalue
const,7.374,0.0
genreId_MAPS_AND_NAVIGATION_NicheDummy,-2.067,0.0
PostDummy,0.148,0.001
genreId_MAPS_AND_NAVIGATION_PostXNicheDummy,0.005,0.926
