,parameter,pvalue
const,-0.077,0.224
genreId_GAME_EDUCATIONAL_NicheDummy,0.003,0.836
PostDummy,0.214,0.0
genreId_GAME_EDUCATIONAL_PostXNicheDummy,0.202,0.002
