,parameter,pvalue
const,4.525,0.0
genreId_HOUSE_AND_HOME_NicheDummy,1.764,0.006
PostDummy,0.293,0.0
genreId_HOUSE_AND_HOME_PostXNicheDummy,-0.077,0.439
