,parameter,pvalue
const,0.232,0.195
genreId_GAME_ROLE_PLAYING_NicheDummy,-0.208,0.059
PostDummy,-0.007,0.21
genreId_GAME_ROLE_PLAYING_PostXNicheDummy,0.001,0.908
