,parameter,pvalue
const,0.153,0.548
genreId_AUTO_AND_VEHICLES_NicheDummy,0.334,0.068
PostDummy,-0.076,0.214
genreId_AUTO_AND_VEHICLES_PostXNicheDummy,0.076,0.204
