,parameter,pvalue
const,0.17,0.273
genreId_ART_AND_DESIGN_NicheDummy,0.016,0.91
PostDummy,0.018,0.488
genreId_ART_AND_DESIGN_PostXNicheDummy,-0.014,0.597
