,parameter,pvalue
const,0.571,0.0
genreId_GAME_EDUCATIONAL_NicheDummy,-0.063,0.462
PostDummy,-0.0,1.0
genreId_GAME_EDUCATIONAL_PostXNicheDummy,0.0,1.0
