,parameter,pvalue
const,0.231,0.01
genreId_MUSIC_AND_AUDIO_NicheDummy,0.304,0.0
PostDummy,0.0,
genreId_MUSIC_AND_AUDIO_PostXNicheDummy,-0.0,
