,parameter,pvalue
const,10.451,0.0
genreId_LIBRARIES_AND_DEMO_NicheDummy,2.161,0.0
PostDummy,0.192,0.0
genreId_LIBRARIES_AND_DEMO_PostXNicheDummy,0.023,0.816
