,parameter,pvalue
const,10.715,0.0
genreId_HEALTH_AND_FITNESS_NicheDummy,-0.22,0.731
PostDummy,0.252,0.004
genreId_HEALTH_AND_FITNESS_PostXNicheDummy,-0.075,0.417
