,parameter,pvalue
const,0.893,0.0
genreId_LIBRARIES_AND_DEMO_NicheDummy,0.237,0.003
PostDummy,0.0,
genreId_LIBRARIES_AND_DEMO_PostXNicheDummy,-0.0,1.0
