,parameter,pvalue
const,0.021,0.709
genreId_GAME_ROLE_PLAYING_NicheDummy,0.012,0.593
PostDummy,0.542,0.0
genreId_GAME_ROLE_PLAYING_PostXNicheDummy,0.042,0.443
