,parameter,pvalue
const,0.044,0.506
genreId_GAME_ADVENTURE_NicheDummy,-0.012,0.454
PostDummy,0.517,0.0
genreId_GAME_ADVENTURE_PostXNicheDummy,-0.097,0.195
