,parameter,pvalue
const,8.016,0.0
genreId_TRAVEL_AND_LOCAL_NicheDummy,0.283,0.595
PostDummy,0.156,0.001
genreId_TRAVEL_AND_LOCAL_PostXNicheDummy,-0.008,0.889
