,parameter,pvalue
const,-0.04,0.393
genreId_ART_AND_DESIGN_NicheDummy,0.005,0.706
PostDummy,0.439,0.0
genreId_ART_AND_DESIGN_PostXNicheDummy,-0.098,0.227
