,parameter,pvalue
const,1.07,0.0
genreId_FOOD_AND_DRINK_NicheDummy,0.21,0.087
PostDummy,0.02,0.213
genreId_FOOD_AND_DRINK_PostXNicheDummy,0.08,0.126
