,parameter,pvalue
const,0.846,0.0
genreId_MAPS_AND_NAVIGATION_NicheDummy,0.305,0.02
PostDummy,-0.003,0.195
genreId_MAPS_AND_NAVIGATION_PostXNicheDummy,0.008,0.148
