,parameter,pvalue
const,0.647,0.0
genreId_VIDEO_PLAYERS_NicheDummy,0.147,0.049
PostDummy,-0.004,0.316
genreId_VIDEO_PLAYERS_PostXNicheDummy,0.004,0.316
