,parameter,pvalue
const,-0.073,0.058
genreId_MAPS_AND_NAVIGATION_NicheDummy,-0.013,0.327
PostDummy,0.372,0.0
genreId_MAPS_AND_NAVIGATION_PostXNicheDummy,-0.092,0.175
