,parameter,pvalue
const,0.201,0.361
genreId_GAME_ADVENTURE_NicheDummy,0.124,0.438
PostDummy,0.004,0.726
genreId_GAME_ADVENTURE_PostXNicheDummy,-0.002,0.865
