,parameter,pvalue
const,0.053,0.0
starDeveloper_non-top_digital_firms_NicheDummy,-0.006,0.017
PostDummy,0.26,0.0
starDeveloper_non-top_digital_firms_PostXNicheDummy,0.176,0.0
