,parameter,pvalue
const,0.754,0.0
genreId_GAME_ADVENTURE_NicheDummy,0.051,0.564
PostDummy,-0.0,0.356
genreId_GAME_ADVENTURE_PostXNicheDummy,-0.001,0.325
