,parameter,pvalue
const,0.32,0.06
genreId_VIDEO_PLAYERS_NicheDummy,-0.064,0.597
PostDummy,0.004,0.082
genreId_VIDEO_PLAYERS_PostXNicheDummy,0.003,0.57
