,parameter,pvalue
const,0.131,0.153
genreId_HEALTH_AND_FITNESS_NicheDummy,0.122,0.107
PostDummy,0.0,0.787
genreId_HEALTH_AND_FITNESS_PostXNicheDummy,-0.01,0.055
