,parameter,pvalue
const,0.189,0.3
genreId_GAME_ROLE_PLAYING_NicheDummy,-0.213,0.058
PostDummy,-0.007,0.226
genreId_GAME_ROLE_PLAYING_PostXNicheDummy,0.001,0.927
