,parameter,pvalue
const,0.841,0.0
genreId_GAME_EDUCATIONAL_NicheDummy,-0.318,0.015
PostDummy,0.012,0.418
genreId_GAME_EDUCATIONAL_PostXNicheDummy,0.0,0.994
