,parameter,pvalue
const,0.192,0.226
genreId_NEWS_AND_MAGAZINES_NicheDummy,0.009,0.909
PostDummy,0.007,0.191
genreId_NEWS_AND_MAGAZINES_PostXNicheDummy,-0.004,0.513
