,parameter,pvalue
const,0.029,0.443
genreId_FOOD_AND_DRINK_NicheDummy,0.001,0.887
PostDummy,0.213,0.0
genreId_FOOD_AND_DRINK_PostXNicheDummy,0.044,0.42
