,parameter,pvalue
const,0.811,0.0
genreId_MAPS_AND_NAVIGATION_NicheDummy,0.312,0.02
PostDummy,0.0,0.845
genreId_MAPS_AND_NAVIGATION_PostXNicheDummy,0.006,0.274
