,parameter,pvalue
const,0.635,0.001
genreId_MUSIC_AND_AUDIO_NicheDummy,-0.253,0.063
PostDummy,-0.009,0.581
genreId_MUSIC_AND_AUDIO_PostXNicheDummy,0.01,0.588
