,parameter,pvalue
const,13.082,0.0
genreId_GAME_ADVENTURE_NicheDummy,-0.427,0.43
PostDummy,0.121,0.01
genreId_GAME_ADVENTURE_PostXNicheDummy,0.12,0.036
