,parameter,pvalue
const,0.15,0.006
genreId_VIDEO_PLAYERS_NicheDummy,-0.002,0.907
PostDummy,0.318,0.0
genreId_VIDEO_PLAYERS_PostXNicheDummy,0.059,0.346
