,parameter,pvalue
const,8.652,0.0
genreId_AUTO_AND_VEHICLES_NicheDummy,-0.35,0.582
PostDummy,0.242,0.0
genreId_AUTO_AND_VEHICLES_PostXNicheDummy,-0.052,0.494
