,parameter,pvalue
const,0.366,0.0
starDeveloper_non-top_digital_firms_NicheDummy,-0.032,0.168
PostDummy,0.011,0.021
starDeveloper_non-top_digital_firms_PostXNicheDummy,-0.007,0.139
