,parameter,pvalue
const,0.658,0.0
genreId_GAME_ROLE_PLAYING_NicheDummy,0.244,0.0
PostDummy,-0.004,0.314
genreId_GAME_ROLE_PLAYING_PostXNicheDummy,0.004,0.316
