,parameter,pvalue
const,8.735,0.0
genreId_BOOKS_AND_REFERENCE_NicheDummy,1.244,0.004
PostDummy,0.175,0.0
genreId_BOOKS_AND_REFERENCE_PostXNicheDummy,-0.012,0.824
