,parameter,pvalue
const,0.43,0.0
starDeveloper_non-top_digital_firms_NicheDummy,0.168,0.0
PostDummy,-0.001,0.164
starDeveloper_non-top_digital_firms_PostXNicheDummy,-0.001,0.259
