,parameter,pvalue
const,0.527,0.0
genreId_AUTO_AND_VEHICLES_NicheDummy,-0.062,0.525
PostDummy,0.0,1.0
genreId_AUTO_AND_VEHICLES_PostXNicheDummy,-0.0,1.0
