,parameter,pvalue
const,11.179,0.0
genreId_NEWS_AND_MAGAZINES_NicheDummy,-0.797,0.069
PostDummy,0.171,0.001
genreId_NEWS_AND_MAGAZINES_PostXNicheDummy,-0.065,0.26
