,count,mean,std,min,25%,50%,75%,max
Imputedprice,245.0,6.1266530612244905,23.121281735231722,0.0,0.0,0.0,2.99,249.99
Imputedscore,245.0,3.83850397495162,1.2034571318553073,0.0,3.6666667,4.2815757,4.562222,4.8868475
Imputedreviews,245.0,4410.566941629799,14410.179239699355,0.0,27.0,243.0,1947.0,136450.0
size,245.0,63.224489795918366,137.05073628340963,0.0,16.0,31.0,63.0,927.0
DaysSinceReleased,245.0,2283.008163265306,874.151869949591,668.0,1564.0,2248.0,2942.0,4108.0
