,count,mean,std,min,25%,50%,75%,max
Imputedprice,222.0,2.937747747747748,12.220918916259953,0.0,0.0,0.0,2.99,149.99
Imputedscore,222.0,4.104028758932796,0.7255972734546612,0.0,3.933838975,4.314858,4.5581355,4.9624276
Imputedreviews,222.0,76769.14985439985,269959.2140788329,0.0,499.25,3603.5,20170.75,2183550.0
size,222.0,44.6036036036036,96.34001619258197,0.0,11.0,23.0,52.0,877.0
DaysSinceReleased,222.0,2480.554054054054,939.2079623876969,668.0,1718.0,2632.5,3195.75,4112.0
