,count,mean,std,min,25%,50%,75%,max
Imputedprice,4178.0,0.5212063188128291,1.7806223018085987,0.0,0.0,0.0,0.0,24.99
Imputedscore,4178.0,4.14510773659194,0.5163286309296463,1.1,3.9365176,4.2536338,4.511829225,4.982609
Imputedreviews,4178.0,13568.27770124399,24211.637508867963,10.0,1739.25,5152.5,14975.25,353266.0
size,4178.0,43.27908089995213,45.97451853192632,0.0,17.0,36.0,63.0,1016.0
DaysSinceReleased,4178.0,1890.1201531833412,919.5607318680762,246.0,1102.0,1690.0,2544.75,4133.0
