,parameter,pvalue
const,0.504,0.0
Non-leaders_category_LIFESTYLE_NicheDummy,-0.164,0.0
PostDummy,0.004,0.333
Non-leaders_category_LIFESTYLE_PostXNicheDummy,0.004,0.404
