,parameter,pvalue
const,8.573,0.0
Non-leaders_category_LIFESTYLE_NicheDummy,1.121,0.0
PostDummy,0.19,0.0
Non-leaders_category_LIFESTYLE_PostXNicheDummy,0.0,0.981
