,parameter,pvalue
const,-0.017,0.329
Non-leaders_category_SOCIAL_NicheDummy,-0.016,0.042
PostDummy,0.276,0.0
Non-leaders_category_SOCIAL_PostXNicheDummy,0.043,0.14
