,parameter,pvalue
const,0.653,0.0
Non-leaders_category_SOCIAL_NicheDummy,-0.022,0.755
PostDummy,0.009,0.69
Non-leaders_category_SOCIAL_PostXNicheDummy,0.006,0.787
