,count,mean,std,min,25%,50%,75%,max
Imputedprice,447.0,1.0231767337807607,3.144283120702492,0.0,0.0,0.0,0.0,19.99
Imputedscore,447.0,4.165283263812924,0.4339990135248173,1.30444,4.0084655,4.264376,4.4499625,4.8461537
Imputedreviews,447.0,637830.0962675468,2444571.567541234,7.0,11674.5,63625.125,342460.0,36762306.0
size,447.0,45.79418344519016,39.89445337434794,0.0,5.0,40.0,75.5,182.0
DaysSinceReleased,447.0,2192.1096196868007,848.0423005734812,670.0,1519.5,2188.0,2797.0,4113.0
