,count,mean,std,min,25%,50%,75%,max
Imputedprice,250.0,1.5333200000000002,3.4755711699560576,0.0,0.0,0.0,1.99,28.99
Imputedscore,250.0,4.152934897569573,0.8296261937351548,0.0,3.98,4.387572049999999,4.6142417,4.9736843
Imputedreviews,250.0,45929.26063760684,138952.24449748444,0.0,323.5,3155.5,24234.5,1455423.0
size,250.0,46.896,71.45710359802217,0.0,15.0,32.0,61.75,707.0
DaysSinceReleased,250.0,2075.672,970.9702908114925,680.0,1264.25,1874.0,2858.5,4056.0
