,LogImputedprice_202106,LogImputedminInstalls_202106,offersIAPTrue_202106,containsAdsTrue_202106
LogImputedprice_202106,1.0,-0.6275608087691149,-0.4385029547743763,-0.4703312800583742
LogImputedminInstalls_202106,-0.6275608087691149,1.0,0.43074001700351217,0.5233012959178963
offersIAPTrue_202106,-0.4385029547743763,0.43074001700351217,1.0,0.4012949465258551
containsAdsTrue_202106,-0.4703312800583742,0.5233012959178963,0.4012949465258551,1.0
