,parameter,pvalue
const,0.745,0.0
Leaders_category_LIFESTYLE_NicheDummy,0.07,0.301
PostDummy,0.0,0.876
Leaders_category_LIFESTYLE_PostXNicheDummy,-0.005,0.156
