,,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
,genreId_ART_AND_DESIGN_cluster_size_bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genreId_GAME_ACTION,"(30, 100]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_ACTION,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_ACTION,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_RACING,"[0, 10]",75.0,0.39,0.6,0.01,0.04,0.07,0.71,2.14,75.0,14.17,3.95,3.93,11.51,16.12,16.12,20.03,75.0,0.79,0.41,0.0,1.0,1.0,1.0,1.0,75.0,0.79,0.41,0.0,1.0,1.0,1.0,1.0
genreId_GAME_RACING,"(10, 30]",70.0,0.19,0.39,0.01,0.03,0.05,0.08,1.95,70.0,14.75,3.43,0.69,13.82,16.12,16.12,18.42,70.0,0.8,0.4,0.0,1.0,1.0,1.0,1.0,70.0,0.79,0.41,0.0,1.0,1.0,1.0,1.0
genreId_GAME_RACING,"(30, 100]",38.0,0.47,0.59,0.02,0.06,0.08,0.93,1.8,38.0,14.0,3.67,3.93,11.51,15.42,16.12,18.42,38.0,0.76,0.43,0.0,1.0,1.0,1.0,1.0,38.0,0.61,0.5,0.0,0.0,1.0,1.0,1.0
genreId_GAME_RACING,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_RACING,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_TRAVEL_AND_LOCAL,"[0, 10]",52.0,0.84,1.03,0.01,0.05,0.08,1.61,3.05,52.0,10.07,3.57,4.62,6.91,9.21,13.3,18.42,52.0,0.35,0.48,0.0,0.0,0.0,1.0,1.0,52.0,0.17,0.38,0.0,0.0,0.0,0.0,1.0
genreId_TRAVEL_AND_LOCAL,"(10, 30]",95.0,0.73,1.0,0.01,0.05,0.08,1.75,4.11,95.0,11.52,3.84,2.4,8.52,11.51,13.82,18.42,95.0,0.35,0.48,0.0,0.0,0.0,1.0,1.0,95.0,0.29,0.46,0.0,0.0,0.0,1.0,1.0
genreId_TRAVEL_AND_LOCAL,"(30, 100]",64.0,0.59,0.77,0.01,0.05,0.08,1.11,3.26,64.0,10.87,3.81,2.4,6.91,11.51,13.82,20.72,64.0,0.31,0.47,0.0,0.0,0.0,1.0,1.0,64.0,0.11,0.31,0.0,0.0,0.0,0.0,1.0
genreId_TRAVEL_AND_LOCAL,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_TRAVEL_AND_LOCAL,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_ADVENTURE,"[0, 10]",80.0,0.69,0.83,0.01,0.05,0.08,1.39,2.84,80.0,13.13,2.69,6.91,11.51,13.82,15.42,18.42,80.0,0.49,0.5,0.0,0.0,0.0,1.0,1.0,80.0,0.56,0.5,0.0,0.0,1.0,1.0,1.0
genreId_GAME_ADVENTURE,"(10, 30]",104.0,0.73,0.83,0.01,0.05,0.09,1.62,2.4,104.0,13.18,3.07,6.91,11.51,13.82,16.12,18.42,104.0,0.53,0.5,0.0,0.0,1.0,1.0,1.0,104.0,0.54,0.5,0.0,0.0,1.0,1.0,1.0
