,LogImputedprice_202106,LogImputedminInstalls_202106,offersIAPTrue_202106,containsAdsTrue_202106
LogImputedprice_202106,1.0,-0.59721326301662,-0.43382625540313724,-0.4459991057245773
LogImputedminInstalls_202106,-0.59721326301662,1.0,0.419420945873586,0.4767196624847002
offersIAPTrue_202106,-0.43382625540313724,0.419420945873586,1.0,0.3451553478409414
containsAdsTrue_202106,-0.4459991057245773,0.4767196624847002,0.3451553478409414,1.0
