,parameter,pvalue
const,0.045,0.002
Non-leaders_category_LIFESTYLE_NicheDummy,0.001,0.896
PostDummy,0.237,0.0
Non-leaders_category_LIFESTYLE_PostXNicheDummy,0.12,0.0
