,parameter,pvalue
const,0.378,0.0
Non-leaders_category_LIFESTYLE_NicheDummy,0.142,0.0
PostDummy,-0.001,0.387
Non-leaders_category_LIFESTYLE_PostXNicheDummy,-0.001,0.525
