,parameter,pvalue
const,0.323,0.0
Non-leaders_category_BUSINESS_NicheDummy,0.051,0.1
PostDummy,-0.004,0.329
Non-leaders_category_BUSINESS_PostXNicheDummy,0.002,0.523
