,parameter,pvalue
const,0.439,0.0
Non-leaders_category_BUSINESS_NicheDummy,0.028,0.651
PostDummy,-0.004,0.696
Non-leaders_category_BUSINESS_PostXNicheDummy,0.008,0.498
