,count,mean,std,min,25%,50%,75%,max
Imputedprice,23.0,0.78,1.5615755447041884,0.0,0.0,0.0,0.495,4.99
Imputedscore,23.0,4.016170630434782,0.342388937898726,3.222559,3.73933195,4.05,4.2082440000000005,4.7124085
Imputedreviews,23.0,24177.869565217392,62740.28388183402,58.0,925.0,5974.0,16875.0,301854.0
size,23.0,48.608695652173914,33.91934166711428,0.0,28.0,41.0,68.0,141.0
DaysSinceReleased,23.0,1414.1739130434783,805.5019695350851,702.0,790.5,1047.0,1778.0,3154.0
