,count,mean,std,min,25%,50%,75%,max
Imputedprice,275.0,2.008981818181818,3.7520252997592083,0.0,0.0,0.0,3.99,29.99
Imputedscore,275.0,4.15307392801011,0.5509782341772576,1.6038961,3.9494505666666666,4.3,4.54513695,4.887614
Imputedreviews,275.0,39216.271932138035,289806.12048614427,10.0,210.34615384615384,1915.0,12708.0,4659024.0
size,275.0,39.64363636363636,29.21085416976265,0.0,17.5,34.0,58.5,146.0
DaysSinceReleased,275.0,2004.861818181818,828.4030692058515,667.0,1260.5,2033.0,2594.5,3984.0
